user_id,username,email,fecha_registro,pais,ciudad,nivel_verificacion,fecha_ultima_verificacion,estado_cuenta
2550,rperez87_2550,tizianamaidana@example.net,2024-11-13,México,Monterrey,intermedio,2024-11-21,activa
2551,ledesmarenata11_2551,thiago-lionel23@example.com,2024-10-23,Argentina,Buenos Aires,basico,,activa
2552,kacosta93_2552,uruiz@example.com,2024-11-29,Argentina,Córdoba,basico,,activa
2553,santiagogonzalez20_2553,thiago-emanuel05@example.org,2024-10-20,Argentina,Mendoza,intermedio,2024-11-19,suspendida
2554,esoria91_2554,blancoguadalupe@example.net,2024-03-31,Argentina,Mendoza,intermedio,2024-04-26,activa
2555,gonzalezmateo-valentin56_2555,lmendez@example.net,2024-12-14,México,Ciudad de México,basico,,activa
2556,bautistalopez63_2556,mdominguez@example.org,2024-11-07,México,Tijuana,intermedio,2024-12-01,suspendida
2557,tgonzalez17_2557,nahiaraledesma@example.org,2024-03-25,Argentina,Rosario,intermedio,2024-04-20,activa
2558,paulinapereyra44_2558,aguirremateo@example.org,2024-10-20,Argentina,Tucumán,basico,,activa
2559,juan-ignacioalvarez15_2559,lautaro28@example.com,2024-07-28,Colombia,Cartagena,basico,,activa
2560,mia-morenagonzalez48_2560,dantemorales@example.com,2024-11-04,México,Ciudad de México,basico,,activa
2561,almamunoz37_2561,ezequiel33@example.org,2024-10-24,Argentina,Buenos Aires,basico,,activa
2562,felipeledesma22_2562,nmartinez@example.org,2024-03-28,Argentina,Tucumán,completo,2024-04-01,activa
2563,benjamintorres78_2563,yledesma@example.org,2024-11-09,Chile,Valparaíso,basico,,activa
2564,francisco3634_2564,wrodriguez@example.org,2024-12-29,Argentina,Mendoza,basico,,activa
2565,druiz94_2565,lgonzalez@example.com,2024-12-16,Argentina,Córdoba,intermedio,2025-01-02,activa
2566,hcaceres90_2566,milenadiaz@example.org,2023-08-06,México,Guadalajara,intermedio,2023-08-25,activa
2567,gonzalezjuan-ignacio81_2567,pgomez@example.net,2024-10-01,Colombia,Medellín,basico,,activa
2568,umacastro63_2568,luciasoto@example.com,2024-09-21,Argentina,Tucumán,basico,,activa
2569,wblanco91_2569,mateo-benjamin46@example.com,2024-09-05,Chile,Santiago,basico,,activa
2570,juan-cruznavarro96_2570,felipechavez@example.org,2024-09-21,México,Tijuana,completo,2024-10-03,activa
2571,valentinolopez99_2571,godoyzoe@example.com,2024-02-18,Argentina,Mendoza,basico,,activa
2572,maximo5823_2572,luciodominguez@example.net,2024-12-13,Argentina,Mendoza,basico,,activa
2573,joaquincampos33_2573,lrodriguez@example.net,2024-12-30,México,Guadalajara,basico,,activa
2574,delfina0674_2574,zoe-jazmingodoy@example.net,2023-07-05,Argentina,Tucumán,intermedio,2023-07-18,activa
2575,pguzman94_2575,mendezjuan-ignacio@example.org,2024-01-30,Colombia,Cali,basico,,activa
2576,camila7486_2576,riverobenjamin@example.net,2023-07-05,Chile,Valparaíso,completo,2023-07-23,activa
2577,francisco8455_2577,ferreyrajuan-cruz@example.org,2024-11-13,Argentina,Mendoza,intermedio,2024-12-13,activa
2578,diazfrancesca80_2578,gdominguez@example.com,2024-11-02,Chile,Concepción,basico,,suspendida
2579,umartinez57_2579,yferreyra@example.org,2024-08-17,Chile,Concepción,basico,,activa
2580,sebastian7091_2580,juan-cruz91@example.org,2024-11-23,Argentina,Mendoza,basico,,activa
2581,torrespedro51_2581,bautista95@example.com,2024-12-26,Argentina,Mendoza,basico,,suspendida
2582,kperez40_2582,silvathiago@example.org,2024-11-14,Argentina,Tucumán,basico,,activa
2583,tomas7537_2583,isabellacordoba@example.org,2024-07-28,Argentina,Tucumán,completo,2024-08-15,activa
2584,perezlorenzo80_2584,vicenterodriguez@example.net,2024-03-29,Argentina,Mendoza,intermedio,2024-04-23,activa
2585,ugomez56_2585,fernandezbautista@example.org,2024-01-14,Argentina,Rosario,basico,,activa
2586,gonzaloflores60_2586,kramirez@example.net,2024-05-26,Argentina,Mendoza,intermedio,2024-06-10,activa
2587,kdiaz14_2587,eaguirre@example.org,2023-09-16,Chile,Santiago,basico,,activa
2588,figueroalucas-ezequiel86_2588,valentinoferreyra@example.net,2024-06-04,Argentina,Rosario,basico,,activa
2589,medinaalma27_2589,amoreno@example.com,2024-12-18,Argentina,Buenos Aires,completo,2025-01-04,activa
2590,maitemaidana10_2590,sofia91@example.net,2024-07-04,México,Monterrey,basico,,activa
2591,mromero37_2591,moyanofelicitas@example.net,2024-01-02,Colombia,Cali,completo,2024-01-10,suspendida
2592,joaquin1212_2592,fernandezmaria-victoria@example.com,2024-10-10,Argentina,Rosario,basico,,activa
2593,ramospilar80_2593,sperez@example.net,2023-11-05,México,Monterrey,intermedio,2023-12-05,activa
2594,sfigueroa81_2594,dgonzalez@example.org,2024-08-31,Argentina,Tucumán,basico,,cerrada
2595,cirocastro83_2595,isanchez@example.net,2024-04-06,Argentina,Tucumán,intermedio,2024-05-06,activa
2596,taguirre14_2596,tluna@example.org,2024-01-10,México,Guadalajara,intermedio,2024-01-14,activa
2597,ymaldonado55_2597,gonzalezemma@example.com,2023-07-05,Colombia,Barranquilla,basico,,activa
2598,valentingonzalez43_2598,kbravo@example.com,2024-08-13,Colombia,Medellín,completo,2024-08-18,activa
2599,luisinabenitez84_2599,cruztiziano@example.com,2024-04-29,México,Monterrey,intermedio,2024-05-28,activa
2600,francoalvarez42_2600,sofia59@example.com,2024-09-01,Argentina,Córdoba,intermedio,2024-09-09,activa
2601,lopezlautaro21_2601,juliamedina@example.net,2024-11-22,Argentina,Rosario,basico,,activa
2602,pedromartinez61_2602,roldanmora@example.net,2024-07-24,Chile,Antofagasta,basico,,activa
2603,tomas5437_2603,pdominguez@example.com,2024-03-30,México,Tijuana,basico,,activa
2604,zoe4351_2604,paloma14@example.net,2024-02-21,Argentina,Buenos Aires,basico,,activa
2605,ruizdylan32_2605,gonzalomartinez@example.net,2024-08-06,México,Puebla,basico,,activa
2606,victoria7498_2606,danteperez@example.com,2024-10-21,Argentina,Mendoza,basico,,activa
2607,benjamin8222_2607,franciscoluna@example.net,2024-02-07,México,Tijuana,completo,2024-03-05,activa
2608,ufernandez48_2608,nmunoz@example.net,2024-12-16,Argentina,Tucumán,completo,2025-01-06,activa
2609,santino2183_2609,francoalejo@example.com,2024-10-11,México,Ciudad de México,basico,,activa
2610,isabellalopez17_2610,ecoronel@example.com,2024-10-16,Argentina,Mendoza,intermedio,2024-10-19,activa
2611,tiziano-valentin8565_2611,emiliavega@example.com,2023-07-05,México,Monterrey,intermedio,2023-07-17,activa
2612,alma9225_2612,martinagonzalez@example.com,2024-06-11,Argentina,Mendoza,intermedio,2024-07-11,activa
2613,tiziano4693_2613,fernandeztomas@example.net,2023-07-05,Argentina,Córdoba,completo,2023-07-29,activa
2614,pazvalentino11_2614,santino13@example.net,2024-09-12,Colombia,Cartagena,completo,2024-10-12,activa
2615,zromero16_2615,julia96@example.org,2024-08-20,Argentina,Mendoza,basico,,activa
2616,clara7015_2616,fvaldez@example.net,2023-10-22,Argentina,Rosario,intermedio,2023-11-08,suspendida
2617,juan-davidperez79_2617,nicolas34@example.net,2024-10-12,Argentina,Rosario,basico,,activa
2618,camila3151_2618,diazjuan-pablo@example.com,2024-01-21,México,Tijuana,intermedio,2024-01-26,activa
2619,cruzjuana99_2619,santiagoramirez@example.net,2024-09-20,Colombia,Cartagena,basico,,activa
2620,martinamartinez29_2620,facundo24@example.com,2024-10-13,Argentina,Córdoba,basico,,activa
2621,ambargonzalez60_2621,antonellavera@example.com,2024-11-11,Argentina,Buenos Aires,intermedio,2024-12-03,activa
2622,ivargas86_2622,gonzalezsol@example.net,2023-08-22,Argentina,Mendoza,completo,2023-09-16,activa
2623,paloma2974_2623,olivia90@example.org,2024-12-30,México,Tijuana,basico,,activa
2624,morenorenzo38_2624,epaez@example.com,2024-11-29,Argentina,Buenos Aires,basico,,activa
2625,santiago0460_2625,maiterodriguez@example.org,2024-12-25,Argentina,Mendoza,intermedio,2025-01-04,activa
2626,abigail2226_2626,ciro52@example.com,2024-10-24,Argentina,Córdoba,basico,,activa
2627,sebastian2320_2627,valentinotoledo@example.net,2024-08-24,México,Monterrey,basico,,activa
2628,benjamingonzalez83_2628,lola13@example.org,2024-08-07,México,Puebla,basico,,activa
2629,martinezdelfina80_2629,lola71@example.net,2024-08-31,Argentina,Buenos Aires,basico,,activa
2630,carrizopedro20_2630,atorres@example.com,2024-05-25,México,Puebla,intermedio,2024-06-03,activa
2631,efernandez65_2631,gonzalo53@example.net,2024-09-21,Argentina,Mendoza,intermedio,2024-10-08,activa
2632,lopezsantino-benjamin27_2632,isabellaacuna@example.org,2024-12-18,Argentina,Córdoba,intermedio,2025-01-12,activa
2633,abrilcastro81_2633,augusto23@example.org,2024-04-20,Colombia,Barranquilla,basico,,activa
2634,victoriaavila72_2634,isabellarojas@example.com,2024-09-22,Chile,Valparaíso,basico,,activa
2635,leivajuan93_2635,gomezlucio@example.org,2024-09-05,Argentina,Mendoza,basico,,activa
2636,juanalucero81_2636,benitezemiliano@example.com,2024-04-13,Argentina,Tucumán,intermedio,2024-04-20,activa
2637,antonella8777_2637,riveroagustin@example.net,2024-01-05,Chile,Antofagasta,basico,,suspendida
2638,qsanchez41_2638,ygomez@example.net,2024-09-30,Argentina,Córdoba,basico,,activa
2639,gabrielrodriguez65_2639,santino-benjamin38@example.com,2024-08-25,Argentina,Buenos Aires,intermedio,2024-09-03,activa
2640,francescoherrera83_2640,almahernandez@example.org,2023-07-05,Argentina,Rosario,completo,2023-07-27,activa
2641,felipejuarez95_2641,olivia84@example.net,2024-11-14,Argentina,Buenos Aires,completo,2024-11-18,activa
2642,uma-2356_2642,mmartinez@example.com,2024-09-20,Argentina,Mendoza,intermedio,2024-10-04,activa
2643,ariassantino51_2643,rodriguezisabella@example.net,2024-01-30,Chile,Concepción,intermedio,2024-02-06,activa
2644,cmartin86_2644,genarochavez@example.net,2023-11-11,Argentina,Rosario,basico,,activa
2645,vcordoba49_2645,carrizomateo-agustin@example.org,2024-02-23,Chile,Santiago,completo,2024-03-19,activa
2646,fmendez88_2646,juliana39@example.org,2024-08-08,Argentina,Córdoba,completo,2024-08-20,activa
2647,santino9989_2647,juliana29@example.com,2023-11-21,Argentina,Mendoza,basico,,activa
2648,aguirrejoaquin66_2648,mia-morenaleiva@example.net,2024-07-08,Colombia,Medellín,basico,,activa
2649,valentina8739_2649,mateososa@example.com,2024-05-29,Argentina,Buenos Aires,basico,,activa
2650,felipetorres57_2650,rperalta@example.com,2024-09-07,Argentina,Córdoba,intermedio,2024-09-29,activa
2651,mroldan20_2651,thiago-nicolasgonzalez@example.net,2023-10-23,Argentina,Córdoba,basico,,activa
2652,sofiagarcia16_2652,simon04@example.net,2023-12-29,Argentina,Buenos Aires,basico,,activa
2653,lgimenez28_2653,benjamin70@example.org,2024-04-25,México,Guadalajara,completo,2024-05-15,activa
2654,mendezmora11_2654,rvazquez@example.com,2024-08-25,Argentina,Rosario,basico,,activa
2655,cabrerathiago-lionel24_2655,maiaacosta@example.com,2024-11-27,Chile,Concepción,completo,2024-12-20,activa
2656,camilagodoy67_2656,mateolucero@example.net,2023-11-08,Argentina,Rosario,basico,,activa
2657,renata4252_2657,eayala@example.com,2024-08-19,Chile,Viña del Mar,intermedio,2024-08-20,activa
2658,mateososa78_2658,benjaminrodriguez@example.com,2024-05-01,Argentina,Córdoba,intermedio,2024-05-25,activa
2659,juan-pablo2936_2659,martinatorres@example.net,2023-07-05,Argentina,Córdoba,basico,,activa
2660,felipegarcia43_2660,sanchezsantino-ezequiel@example.com,2024-11-06,Argentina,Tucumán,intermedio,2024-11-23,activa
2661,martinaluna89_2661,matilda96@example.org,2023-07-28,Argentina,Tucumán,completo,2023-08-13,activa
2662,qmartinez98_2662,mia-valentinalopez@example.net,2024-01-28,Argentina,Córdoba,basico,,activa
2663,vicente2084_2663,valvarez@example.net,2024-02-20,Chile,Santiago,intermedio,2024-03-04,activa
2664,julian0842_2664,catalina31@example.org,2023-08-29,Colombia,Cartagena,intermedio,2023-08-31,activa
2665,gonzalezdante46_2665,federicofernandez@example.net,2024-08-04,Argentina,Córdoba,intermedio,2024-08-06,activa
2666,lopezfelipe99_2666,sofia-belentorres@example.com,2024-09-17,Argentina,Córdoba,basico,,activa
2667,vegamateo-benjamin44_2667,imolina@example.com,2024-11-11,Argentina,Tucumán,basico,,activa
2668,agarcia69_2668,coronelsantino@example.com,2024-11-18,México,Ciudad de México,basico,,activa
2669,lautaro-benjamin0618_2669,constantino20@example.org,2024-04-10,Argentina,Buenos Aires,basico,,activa
2670,glopez44_2670,hbenitez@example.com,2024-11-01,Colombia,Barranquilla,intermedio,2024-11-23,activa
2671,ludmilagutierrez23_2671,sgodoy@example.com,2024-05-09,Argentina,Rosario,completo,2024-06-06,activa
2672,octavio1947_2672,nmunoz@example.com,2024-12-18,Argentina,Buenos Aires,basico,,activa
2673,santinofernandez39_2673,lcorrea@example.org,2024-12-19,México,Puebla,basico,,activa
2674,joaquinsanchez75_2674,gonzalezmateo@example.com,2024-03-08,Chile,Viña del Mar,basico,,activa
2675,violetagomez50_2675,kacuna@example.net,2024-10-09,Chile,Santiago,basico,,activa
2676,gomezmorena-jazmin86_2676,wfernandez@example.com,2023-07-05,Argentina,Mendoza,basico,,activa
2677,dante8133_2677,agustinadiaz@example.net,2024-08-14,Argentina,Tucumán,intermedio,2024-08-17,activa
2678,rodriguezthiago-lionel74_2678,lautaro-ezequielrojas@example.org,2024-11-01,México,Guadalajara,basico,,activa
2679,glopez12_2679,sanchezisabella@example.org,2024-12-25,Chile,Viña del Mar,intermedio,2025-01-12,suspendida
2680,emma8341_2680,maidananicolas@example.org,2024-11-12,Argentina,Buenos Aires,basico,,activa
2681,nmansilla49_2681,milagrosortiz@example.net,2023-12-04,México,Tijuana,basico,,activa
2682,rodriguezcamila72_2682,dlopez@example.com,2024-09-13,México,Monterrey,basico,,activa
2683,jazminlopez30_2683,justinagimenez@example.com,2024-01-22,Argentina,Mendoza,intermedio,2024-02-15,activa
2684,delfinasuarez97_2684,gimenezjuan-manuel@example.net,2024-11-19,México,Ciudad de México,intermedio,2024-12-01,activa
2685,dlopez55_2685,martineznicolas@example.org,2024-11-22,México,Monterrey,basico,,activa
2686,valdezsantiago74_2686,santinorojas@example.net,2024-08-19,Argentina,Rosario,intermedio,2024-08-27,activa
2687,lautarolopez17_2687,pereyrajuan-cruz@example.net,2024-01-02,Argentina,Rosario,intermedio,2024-01-28,activa
2688,ramirezkiara59_2688,palvarez@example.org,2024-07-17,Argentina,Rosario,basico,,activa
2689,unavarro45_2689,antonia20@example.net,2024-06-27,Argentina,Buenos Aires,intermedio,2024-07-15,activa
2690,mendezzoe-valentina53_2690,milorios@example.com,2024-05-23,Argentina,Córdoba,intermedio,2024-05-28,activa
2691,hcampos94_2691,sayala@example.org,2024-11-15,Argentina,Mendoza,basico,,activa
2692,faustino6958_2692,juan-pablogarcia@example.net,2024-10-14,México,Guadalajara,intermedio,2024-10-17,activa
2693,rlopez88_2693,oliveragael@example.org,2024-05-30,Argentina,Tucumán,intermedio,2024-06-21,activa
2694,salvarez63_2694,wrojas@example.org,2024-12-30,Argentina,Córdoba,basico,,activa
2695,dante1229_2695,tomas49@example.net,2024-11-21,Argentina,Córdoba,intermedio,2024-12-10,activa
2696,almamartinez87_2696,felicitas07@example.net,2024-05-25,Chile,Viña del Mar,intermedio,2024-06-04,activa
2697,angelina9967_2697,acostalucia@example.org,2024-12-30,México,Monterrey,basico,,activa
2698,tflores26_2698,coroneldante@example.com,2024-10-18,México,Tijuana,basico,,activa
2699,agonzalez93_2699,rsanchez@example.com,2024-10-17,Colombia,Medellín,basico,,activa
2700,lucas9984_2700,lola18@example.org,2024-12-13,Argentina,Córdoba,basico,,activa
2701,santino7335_2701,giuliana85@example.org,2023-08-06,Argentina,Tucumán,completo,2023-08-28,activa
2702,iponce49_2702,francojuana@example.net,2024-10-09,Chile,Valparaíso,basico,,activa
2703,perezjosefina27_2703,antonellagutierrez@example.com,2024-04-20,México,Tijuana,intermedio,2024-05-20,activa
2704,romerojoaquin28_2704,lopezvalentino@example.com,2024-07-29,Argentina,Mendoza,completo,2024-08-28,activa
2705,ruizemilia30_2705,gonzalezmanuel@example.com,2024-09-21,Colombia,Cartagena,intermedio,2024-10-21,activa
2706,benicio1318_2706,castrojuan-pablo@example.net,2024-12-07,Argentina,Rosario,basico,,suspendida
2707,thiago-lionelcordoba25_2707,jazmin88@example.org,2023-09-23,México,Tijuana,intermedio,2023-10-11,activa
2708,vperez28_2708,castrociro@example.org,2024-12-08,Colombia,Medellín,intermedio,2024-12-19,activa
2709,fernandezrafael50_2709,uma-00@example.org,2023-07-05,Argentina,Buenos Aires,basico,,activa
2710,peraltajoaquin48_2710,xgomez@example.net,2024-09-06,Argentina,Mendoza,completo,2024-09-20,activa
2711,mia-valentina0591_2711,jgarcia@example.com,2024-10-30,Colombia,Barranquilla,basico,,activa
2712,antoniachavez34_2712,lorenzo90@example.net,2023-12-02,Argentina,Rosario,completo,2023-12-07,activa
2713,bavila26_2713,pereyramateo@example.net,2024-10-08,Chile,Santiago,basico,,activa
2714,gonzalezagustin88_2714,pedropaez@example.org,2024-08-07,México,Guadalajara,intermedio,2024-08-08,activa
2715,martinezalma-jazmin44_2715,maria-guadalupe42@example.net,2024-07-17,México,Tijuana,basico,,activa
2716,ruizvictoria82_2716,ivan86@example.com,2024-08-26,Chile,Antofagasta,basico,,activa
2717,julietagonzalez86_2717,maiafernandez@example.com,2024-04-23,Argentina,Tucumán,completo,2024-05-01,activa
2718,tomas6739_2718,josefinaflores@example.org,2024-07-09,Argentina,Córdoba,basico,,activa
2719,luisanalopez55_2719,romerodelfina@example.net,2024-10-27,Argentina,Buenos Aires,basico,,activa
2720,simon0471_2720,ysanchez@example.com,2023-09-04,Argentina,Buenos Aires,intermedio,2023-09-27,activa
2721,ramiro5574_2721,juan-martinromero@example.org,2024-07-19,Argentina,Córdoba,basico,,activa
2722,mateo-benjaminsanchez93_2722,irivero@example.com,2024-11-01,Argentina,Tucumán,intermedio,2024-11-17,activa
2723,sebastian3133_2723,constanzaguzman@example.net,2024-12-14,Colombia,Cali,basico,,activa
2724,gonzalezvalentina72_2724,milagrosleiva@example.org,2024-12-02,Colombia,Barranquilla,basico,,activa
2725,xmartinez27_2725,juan-manuelmedina@example.org,2024-10-25,Argentina,Mendoza,basico,,activa
2726,iramos38_2726,ana-paulacastro@example.net,2024-06-22,Argentina,Córdoba,intermedio,2024-06-29,activa
2727,lautaro-benjamin2262_2727,mateo52@example.net,2024-09-26,México,Ciudad de México,basico,,activa
2728,santino1844_2728,morena91@example.com,2024-06-25,Colombia,Bogotá,basico,,activa
2729,rodriguezsantino-gabriel95_2729,torresmatias@example.com,2024-12-17,Argentina,Mendoza,completo,2024-12-25,activa
2730,racosta36_2730,xmartinez@example.net,2024-11-04,Argentina,Córdoba,basico,,activa
2731,beniciofernandez66_2731,uhernandez@example.net,2024-12-27,México,Ciudad de México,intermedio,2025-01-02,activa
2732,santino7172_2732,clara97@example.org,2024-09-24,México,Tijuana,basico,,activa
2733,emilia9368_2733,romeropilar@example.net,2024-10-09,Argentina,Rosario,completo,2024-11-06,activa
2734,diazjuan-ignacio61_2734,cirohernandez@example.org,2024-11-23,Argentina,Córdoba,intermedio,2024-12-07,activa
2735,emmamoreno87_2735,ninacastro@example.com,2024-12-28,Chile,Santiago,basico,,activa
2736,jazminherrera50_2736,garcialautaro-benjamin@example.org,2024-10-23,México,Puebla,intermedio,2024-11-16,activa
2737,ramiro5283_2737,acostajulieta@example.com,2023-09-12,Argentina,Mendoza,intermedio,2023-10-02,activa
2738,gabrielojeda77_2738,ycorrea@example.net,2024-04-10,Argentina,Tucumán,completo,2024-04-28,activa
2739,gomeztiziano76_2739,sosaramiro@example.org,2024-01-14,Argentina,Buenos Aires,basico,,activa
2740,victoria6768_2740,poncesimon@example.com,2024-01-21,Argentina,Buenos Aires,intermedio,2024-02-05,activa
2741,miaruiz41_2741,velazquezfrancisco@example.com,2024-10-14,Argentina,Buenos Aires,intermedio,2024-11-12,activa
2742,salvadorsilva78_2742,bmorales@example.com,2024-07-30,Colombia,Cartagena,basico,,activa
2743,isabella9915_2743,ledesmasantino@example.net,2023-07-23,México,Puebla,basico,,activa
2744,jazmin9076_2744,zoe-jazmincastillo@example.com,2024-09-16,Argentina,Tucumán,intermedio,2024-09-29,activa
2745,catalinarodriguez47_2745,sdominguez@example.com,2024-08-02,Chile,Santiago,intermedio,2024-08-09,activa
2746,jeremiasalvarez48_2746,ana-paula97@example.net,2024-10-13,México,Puebla,intermedio,2024-10-26,activa
2747,simon8569_2747,zoe28@example.net,2024-12-24,Argentina,Rosario,basico,,activa
2748,mansillaisabella47_2748,bautistavillalba@example.com,2024-07-13,Colombia,Medellín,intermedio,2024-07-27,activa
2749,maldonadojuana16_2749,lucabarrios@example.com,2024-10-12,Colombia,Cartagena,basico,,activa
2750,medinagabriel28_2750,santino-gabriel45@example.org,2024-08-04,Chile,Antofagasta,intermedio,2024-09-02,activa
2751,geronimo3692_2751,kcoronel@example.net,2024-10-24,Argentina,Mendoza,basico,,activa
2752,gchavez74_2752,lopezdelfina@example.org,2023-12-20,Argentina,Mendoza,completo,2023-12-23,activa
2753,brunoromero33_2753,hfarias@example.org,2024-06-12,México,Ciudad de México,basico,,activa
2754,tomasvelazquez99_2754,perezsantino-gabriel@example.net,2023-09-24,Chile,Antofagasta,basico,,activa
2755,paezbenjamin60_2755,zoe-jazminacosta@example.net,2023-07-05,México,Tijuana,completo,2023-07-10,activa
2756,torresfelipe51_2756,lblanco@example.org,2024-09-03,México,Puebla,basico,,activa
2757,gaeltorres32_2757,maria-emilia80@example.net,2024-09-09,Argentina,Mendoza,intermedio,2024-09-10,activa
2758,asoto85_2758,santiago60@example.net,2024-12-31,Colombia,Barranquilla,basico,,activa
2759,gomezemma68_2759,gonzalezgino@example.net,2023-07-28,Argentina,Córdoba,intermedio,2023-08-26,activa
2760,elenavelazquez42_2760,valentino55@example.org,2024-04-07,México,Ciudad de México,basico,,activa
2761,lisandrogonzalez93_2761,ledesmaignacio@example.net,2024-05-21,Argentina,Rosario,intermedio,2024-06-13,activa
2762,mendezlucio25_2762,delfina73@example.com,2024-10-05,Argentina,Córdoba,intermedio,2024-10-28,activa
2763,barriospaula24_2763,wdiaz@example.com,2024-12-06,Argentina,Buenos Aires,basico,,activa
2764,uma-rodriguez56_2764,bianca96@example.net,2024-10-16,México,Puebla,completo,2024-11-06,suspendida
2765,sofiamartinez59_2765,vegalucia@example.net,2024-05-18,Argentina,Buenos Aires,completo,2024-06-04,activa
2766,candelaria6188_2766,juan-manuel47@example.net,2024-03-05,México,Tijuana,basico,,activa
2767,catalinaromero58_2767,ppaz@example.net,2024-10-19,Argentina,Córdoba,basico,,activa
2768,wortiz15_2768,francesco11@example.com,2023-10-22,Argentina,Tucumán,intermedio,2023-11-04,activa
2769,emma9052_2769,giulianabustos@example.com,2024-08-17,Argentina,Córdoba,basico,,activa
2770,blopez94_2770,manuelflores@example.net,2024-02-28,Argentina,Tucumán,basico,,activa
2771,vramirez30_2771,juanapereyra@example.com,2024-07-11,Chile,Valparaíso,basico,,activa
2772,valentina6132_2772,escobarjulian@example.net,2024-08-06,México,Guadalajara,basico,,activa
2773,ucampos49_2773,ignaciohernandez@example.net,2024-03-22,Argentina,Buenos Aires,intermedio,2024-04-05,suspendida
2774,renata4067_2774,ciro-benjamin03@example.net,2024-10-25,Argentina,Rosario,basico,,activa
2775,fernandezgiovanni33_2775,perezpilar@example.org,2023-07-05,México,Monterrey,completo,2023-07-26,activa
2776,gfernandez26_2776,perezthiago-benjamin@example.com,2024-10-12,Argentina,Buenos Aires,completo,2024-11-10,activa
2777,wgomez10_2777,miaarias@example.org,2024-08-17,México,Guadalajara,basico,,activa
2778,csilva42_2778,qaguirre@example.net,2024-11-19,Argentina,Tucumán,intermedio,2024-12-14,activa
2779,ortizjoaquin68_2779,maria-luz87@example.com,2023-12-21,Argentina,Buenos Aires,basico,,activa
2780,zoe5173_2780,ludmilavazquez@example.net,2024-09-18,Chile,Viña del Mar,intermedio,2024-10-16,activa
2781,ffernandez10_2781,acostatomas-benjamin@example.org,2024-07-03,México,Tijuana,basico,,activa
2782,jcordoba73_2782,caceresmatilda@example.com,2024-10-01,Argentina,Tucumán,intermedio,2024-10-30,activa
2783,diazabigail85_2783,gimenezsofia@example.com,2024-10-31,Argentina,Córdoba,completo,2024-11-07,activa
2784,wferreyra62_2784,maria-pazdiaz@example.com,2024-11-30,Argentina,Mendoza,intermedio,2024-12-15,activa
2785,qacosta86_2785,martinezbenjamin@example.org,2023-07-05,Argentina,Mendoza,completo,2023-07-08,activa
2786,acunalautaro41_2786,lmartin@example.net,2024-04-10,México,Tijuana,completo,2024-04-11,activa
2787,camilasosa89_2787,faustinoblanco@example.org,2024-10-16,Argentina,Tucumán,intermedio,2024-10-25,activa
2788,morena-jazminmartinez36_2788,cabreralisandro@example.com,2024-07-15,Colombia,Cartagena,completo,2024-08-11,activa
2789,amedina33_2789,matilda10@example.org,2024-10-26,Argentina,Buenos Aires,basico,,activa
2790,tledesma17_2790,santino32@example.com,2024-06-14,Chile,Valparaíso,basico,,activa
2791,mateo-joaquin3814_2791,rodriguezjazmin@example.net,2024-04-17,Argentina,Rosario,basico,,activa
2792,santino2214_2792,juan-pablo70@example.net,2024-11-19,Argentina,Córdoba,intermedio,2024-12-17,activa
2793,yfernandez87_2793,mateo-ezequiel96@example.org,2024-05-18,Argentina,Tucumán,basico,,activa
2794,joaquinrodriguez21_2794,ymansilla@example.org,2024-08-08,Chile,Concepción,intermedio,2024-08-19,activa
2795,emiliaperez63_2795,joaquingomez@example.net,2024-12-26,México,Ciudad de México,completo,2024-12-30,activa
2796,gonzalezjulieta96_2796,ygomez@example.org,2024-07-27,México,Guadalajara,completo,2024-08-02,activa
2797,herrerafelipe94_2797,pacosta@example.org,2024-06-16,México,Monterrey,completo,2024-07-06,activa
2798,maidanafelipe81_2798,aescobar@example.net,2024-12-02,Argentina,Tucumán,intermedio,2024-12-21,activa
2799,bautistasosa84_2799,lcampos@example.org,2024-11-06,Argentina,Córdoba,intermedio,2024-11-21,activa
2800,romeroagustin14_2800,martina17@example.org,2023-08-10,Colombia,Cali,basico,,activa
2801,ignaciofigueroa48_2801,gonzalezmalena@example.net,2024-04-22,Argentina,Buenos Aires,basico,,activa
2802,wgomez58_2802,ferreyrajoaquin@example.org,2024-11-15,Chile,Concepción,completo,2024-11-27,activa
2803,diazzoe-valentina64_2803,villalbaagustin@example.org,2024-05-22,Argentina,Buenos Aires,basico,,activa
2804,laguirre18_2804,gonzalezgael@example.com,2024-11-10,México,Tijuana,basico,,activa
2805,maria-emilia1727_2805,ortizmanuel@example.org,2024-09-18,Argentina,Rosario,intermedio,2024-10-04,activa
2806,dmiranda98_2806,julieta60@example.org,2023-10-14,Argentina,Buenos Aires,basico,,activa
2807,alejogarcia52_2807,thiago-emanuelperez@example.org,2023-08-05,Argentina,Rosario,basico,,activa
2808,ivanavila62_2808,nunezjulieta@example.com,2024-07-15,Argentina,Tucumán,basico,,activa
2809,ycruz99_2809,diazjoaquin@example.net,2024-08-25,Argentina,Tucumán,intermedio,2024-09-01,activa
2810,josefina3217_2810,pramirez@example.com,2024-11-03,Argentina,Córdoba,completo,2024-11-23,activa
2811,joaquin0290_2811,santino-agustin59@example.net,2024-09-23,Argentina,Buenos Aires,completo,2024-10-12,activa
2812,santino0271_2812,gomezvalentina@example.com,2024-10-15,Argentina,Tucumán,intermedio,2024-10-18,activa
2813,lopezpedro46_2813,stoledo@example.com,2024-05-18,Argentina,Tucumán,completo,2024-06-17,activa
